TAS Agency,TAS Major Program,TAS Sub Program,Department ID,Department Name,Contracting Agency ID,Contracting Agency Name,Contracting Office ID,Contracting Office Name,Contracting Office Region,PIID,Modification Number,Transaction Number,Referenced IDV PIID,Date Signed,Effective Date,Completion Date,Est. Ultimate Completion Date,Last Date to Order,Funding Agency ID,Funding Agency Name,Funding Office ID,Funding Office Name,Product or Service Code,Product or Service Description,NAICS Code,NAICS Description,Description of Requirement,Principal Place of Performance County Name,Principal Place of Performance Location Name,Principal Place of Performance State Code,Congressional District - Place of Performance,Principal Place of Performance Zip Code,Principal Place of Performance Country Name,Country of Origin,Extent Competed,Reason Not Competed,Solicitation Procedures,Type of Set Aside,Statutory Exceptions to Fair Opportunity,Type Of Contract Pricing,Award Type,Reason For Modification,DUNS Number,Vendor Name,Vendor Address Line 1,Vendor Address Line 2,Vendor Address City,Vendor Address State Name,Vendor Address Zip Code,Vendor Address Country Name,Vendor Congressional District,Is Vendor Business Type - 8(a) Firm,Is Vendor Business Type - 8a Joint Venture,Is Vendor Business Type - HUBZone Firm,Is Vendor Business Type - SDB Concern,Is Vendor Business Type - Self-Certifed Small Disadvantaged Business,Is Vendor Business Type - Veteran Owned,Is Vendor Business Type - Service Disabled Vet,Is Vendor Business Type - Women Owned,Is Vendor Business Type - Minority Owned Business,Is Vendor Business Type - Asian Indian,Is Vendor Business Type - Asian Pacific,Is Vendor Business Type - Black Owned,Is Vendor Business Type - Hispanic Owned,Is Vendor Business Type - Native American,Is Vendor Business Type - Other Minority Owned,Is Vendor Business Type - Alaskan Native Owned Corporation or Firm,Is Vendor Business Type - American Indian,Is Vendor Business Type - Indian Tribe,Is Vendor Business Type - Native Hawaiian Owned Organization or Firm,Is Vendor Business Type - Tribally Owned,Is Vendor Business Type - Emerging Small Business,Contracting Officer's Business Size Determination,Number Of Offers Received,Number of Actions,Action Obligation,Base and Exercised Options Value,Base and All Options Value
05,0108,,1500,"JUSTICE, DEPARTMENT OF",1501,"OFFICES, BOARDS AND DIVISIONS",USA54,U.S. ATTORNEYS OFFICE-NY(S),NO REGION IDENTIFIED,DJJ15PUSA540041,0,0,,10/01/2014,10/01/2014,09/30/2015,09/30/2015,,1501,"OFFICES, BOARDS AND DIVISIONS",USA54,U.S. ATTORNEYS OFFICE-NY(S),D322,IT AND TELECOM- INTERNET,519130,INTERNET PUBLISHING AND BROADCASTING AND WEB SEARCH PORTALS,IGF::OT::IGF INTERNET SERVICES,NEW YORK,NEW YORK,NY,07,100071627,UNITED STATES,UNITED STATES,NOT COMPETED,ONLY ONE SOURCE - OTHER ,ONLY ONE SOURCE,NO SET ASIDE USED.,,FIRM FIXED PRICE,PURCHASE ORDER,,010047095,"TOWERSTREAM I, INC.",TECH IV 88 SILVA LANE,,MIDDLETOWN,RHODE ISLAND,028427634,UNITED STATES,01,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,OTHER THAN SMALL BUSINESS,1,1,"$9,588.00","$9,588.00","$9,588.00"
11,8242,,9700,DEPT OF DEFENSE,2100,DEPT OF THE ARMY,W56HZV,W4GG HQ US ARMY TACOM,NO REGION IDENTIFIED,0002,0,3,W56HZV15D0066,09/16/2015,09/16/2015,06/23/2017,06/23/2017,,2100,DEPT OF THE ARMY,W56HZV,W4GG HQ US ARMY TACOM,1005,"GUNS, THROUGH 30MM",332994,"SMALL ARMS, ORDNANCE, AND ORDNANCE ACCESSORIES MANUFACTURING",M134 SYSTEMS REQUIREMENT,MARICOPA,SCOTTSDALE,AZ,06,852601809,UNITED STATES,UNITED STATES,NOT AVAILABLE FOR COMPETITION,INTERNATIONAL AGREEMENT,ONLY ONE SOURCE,NO SET ASIDE USED.,,FIRM FIXED PRICE,DELIVERY ORDER,,120291179,"DILLON AERO, INC.",8009 E DILLONS WAY,,SCOTTSDALE,ARIZONA,852601809,UNITED STATES,06,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SMALL BUSINESS,1,1,$0.00,$0.00,$0.01
11,8242,,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N68335,NAVAIR WARFARE CTR AIRCRAFT DIV LKE,NO REGION IDENTIFIED,N6833515P0119,0,0,,02/18/2015,02/11/2015,04/01/2015,04/01/2015,,1700,DEPT OF THE NAVY,N68335,NAVAIR WARFARE CTR AIRCRAFT DIV LKE,J066,MAINT/REPAIR/REBUILD OF EQUIPMENT- INSTRUMENTS AND LABORATORY EQUIPMENT,811219,OTHER ELECTRONIC AND PRECISION EQUIPMENT REPAIR AND MAINTENANCE,ACCREDITED CALIBRATION SERVICES,SAINT LAWRENCE,OGDENSBURG,NY,21,136690001,UNITED STATES,UNITED STATES,NOT COMPETED,ONLY ONE SOURCE - OTHER ,ONLY ONE SOURCE,NO SET ASIDE USED.,,FIRM FIXED PRICE,PURCHASE ORDER,,961749041,"MEASUREMENTS INTERNATIONAL, INC.",812 PROCTOR AVE,,OGDENSBURG,NEW YORK,136692205,UNITED STATES,21,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,OTHER THAN SMALL BUSINESS,1,1,"$4,920.00","$4,920.00","$4,920.00"
11,8242,,9700,DEPT OF DEFENSE,2100,DEPT OF THE ARMY,W31P4Q,W6QK ACC-RSA,NO REGION IDENTIFIED,W31P4Q14C0093,P00008,3,,03/18/2015,03/18/2015,01/31/2016,01/31/2016,,2100,DEPT OF THE ARMY,W80FH0,W6DV PEO M&S REDSTONE,R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,336414,GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING,IGF::CT::IGF,ESSEX,ANDOVER,MA,03,018104400,UNITED STATES,UNITED STATES,NOT COMPETED,ONLY ONE SOURCE - OTHER ,ONLY ONE SOURCE,NO SET ASIDE USED.,,FIXED PRICE LEVEL OF EFFORT,DEFINITIVE CONTRACT,EXERCISE AN OPTION,196882310,RAYTHEON COMPANY,350 LOWELL ST,,ANDOVER,MASSACHUSETTS,018104400,UNITED STATES,03,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,OTHER THAN SMALL BUSINESS,1,1,"$588,745.89","$588,745.89","$588,745.89"
11,8242,,9700,DEPT OF DEFENSE,2100,DEPT OF THE ARMY,W31P4Q,W6QK ACC-RSA,NO REGION IDENTIFIED,W31P4Q14C0093,P00011,3,,06/30/2015,06/30/2015,01/31/2016,01/31/2016,,2100,DEPT OF THE ARMY,W80FH0,W6DV PEO M&S REDSTONE,R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,336414,GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING,IGF::CT::IGF,ESSEX,ANDOVER,MA,03,018104400,UNITED STATES,UNITED STATES,NOT COMPETED,ONLY ONE SOURCE - OTHER ,ONLY ONE SOURCE,NO SET ASIDE USED.,,FIXED PRICE LEVEL OF EFFORT,DEFINITIVE CONTRACT,EXERCISE AN OPTION,196882310,RAYTHEON COMPANY,350 LOWELL ST,,ANDOVER,MASSACHUSETTS,018104400,UNITED STATES,03,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,OTHER THAN SMALL BUSINESS,1,1,"-$154,024.45","-$154,024.45","-$154,024.45"
11,8242,,9700,DEPT OF DEFENSE,97AS,DEFENSE LOGISTICS AGENCY,SPRBL1,DLA LAND AT ABERDEEN,NO REGION IDENTIFIED,XP18,1,3,W15P7T08DB008,05/13/2015,05/13/2015,06/16/2015,06/16/2015,,97AS,DEFENSE LOGISTICS AGENCY,SPRBL1,DLA LAND AT ABERDEEN,5841,"RADAR EQUIPMENT, AIRBORNE",334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",AN/ARP 39A FMS REQUIREMENTS,BREVARD,MELBOURNE,FL,08,329349255,UNITED STATES,UNITED STATES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,SMALL BUSINESS SET ASIDE - TOTAL,OTHER STATUTORY AUTHORITY,FIRM FIXED PRICE,DELIVERY ORDER,SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE,096656368,"MNEMONICS, INC.",3900 DOW RD STE J,,MELBOURNE,FLORIDA,329349255,UNITED STATES,08,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SMALL BUSINESS,1,1,$0.00,$0.00,$0.00
11,8242,,9700,DEPT OF DEFENSE,2100,DEPT OF THE ARMY,W15P7T,W6QK ACC-APG,NO REGION IDENTIFIED,0015,3,3,W15P7T08DD006,07/29/2015,07/29/2015,10/01/2012,10/01/2012,,2100,DEPT OF THE ARMY,W15GK8,W4GV USA HQ COMM ELECT CMD,5821,"RADIO AND TELEVISION COMMUNICATION EQUIPMENT, AIRBORNE",335999,ALL OTHER MISCELLANEOUS ELECTRICAL EQUIPMENT AND COMPONENT MANUFACTURING,THE PURPOSE OF THIS MODIFICATION IS TO TRANSFER PURCHASING OFFICE RESPONSIBILITY FROM W15P7T (ACC-APG DIVISION B) TO W91CRB (ACC-APG DIVISION D).,LINN,CEDAR RAPIDS,IA,01,524060400,UNITED STATES,UNITED STATES,NOT COMPETED,ONLY ONE SOURCE - OTHER ,ONLY ONE SOURCE,NO SET ASIDE USED.,,FIRM FIXED PRICE,DELIVERY ORDER,OTHER ADMINISTRATIVE ACTION,060605883,"ROCKWELL COLLINS, INC.",400 COLLINS ROAD NE,,CEDAR RAPIDS,IOWA,524060000,UNITED STATES,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,OTHER THAN SMALL BUSINESS,1,1,$0.00,$0.00,$0.00
11,8242,,9700,DEPT OF DEFENSE,97AS,DEFENSE LOGISTICS AGENCY,SPRBL1,DLA LAND AT ABERDEEN,NO REGION IDENTIFIED,XP17,1,3,W15P7T08DB008,05/12/2015,05/12/2015,08/26/2015,08/26/2015,,97AS,DEFENSE LOGISTICS AGENCY,SPRBL1,DLA LAND AT ABERDEEN,5841,"RADAR EQUIPMENT, AIRBORNE",334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",CORRECT MARK FOR ADDRESS SUPPORT OF THE AN/ARP/39A SETS,BREVARD,MELBOURNE,FL,08,329349255,UNITED STATES,UNITED STATES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,SMALL BUSINESS SET ASIDE - TOTAL,OTHER STATUTORY AUTHORITY,FIRM FIXED PRICE,DELIVERY ORDER,SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE,096656368,"MNEMONICS, INC.",3900 DOW RD STE J,,MELBOURNE,FLORIDA,329349255,UNITED STATES,08,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SMALL BUSINESS,1,1,$0.00,$0.00,$0.00
11,8242,,9700,DEPT OF DEFENSE,97AS,DEFENSE LOGISTICS AGENCY,SPRBL1,DLA LAND AT ABERDEEN,NO REGION IDENTIFIED,XP24,0,3,W15P7T08DB008,04/08/2015,04/08/2015,11/01/2016,11/01/2016,,2100,DEPT OF THE ARMY,W56RTN,W4GV USA HQ COMM ELECT CMD,5841,"RADAR EQUIPMENT, AIRBORNE",334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",RADAR SINGNAL GUM IN SUPPORT OF THE AN/APR39A (V)1&(V)4,BREVARD,MELBOURNE,FL,08,329349255,UNITED STATES,UNITED STATES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,SMALL BUSINESS SET ASIDE - TOTAL,FOLLOW-ON ACTION FOLLOWING COMPETITIVE INITIAL ACTION,FIRM FIXED PRICE,DELIVERY ORDER,,096656368,"MNEMONICS, INC.",3900 DOW RD STE J,,MELBOURNE,FLORIDA,329349255,UNITED STATES,08,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SMALL BUSINESS,1,1,"$271,213.28","$271,213.28","$271,213.28"
11,8242,,9700,DEPT OF DEFENSE,2100,DEPT OF THE ARMY,W56KGU,W6QK ACC-APG,NO REGION IDENTIFIED,0048,23,1,W15P7T06DE401,08/28/2015,08/28/2015,10/24/2013,10/24/2013,,2100,DEPT OF THE ARMY,W56RTN,W4GV USA HQ COMM ELECT CMD,R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,541330,ENGINEERING SERVICES,DE-OBLIGATION,FAIRFAX,MCLEAN,VA,11,221024904,UNITED STATES,UNITED STATES,FULL AND OPEN COMPETITION,,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,NO SET ASIDE USED.,FAIR OPPORTUNITY GIVEN,COST PLUS FIXED FEE,DELIVERY ORDER,OTHER ADMINISTRATIVE ACTION,006928857,BOOZ ALLEN HAMILTON INC,8283 GREENSBORO DRIVE,,MCLEAN,VIRGINIA,22102,UNITED STATES,08,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,OTHER THAN SMALL BUSINESS,1,1,-$0.01,-$0.01,-$0.01
