TAS Agency,TAS Major Program,TAS Sub Program,Department ID,Department Name,Contracting Agency ID,Contracting Agency Name,Contracting Office ID,Contracting Office Name,Contracting Office Region,PIID,Modification Number,Transaction Number,Referenced IDV PIID,Date Signed,Effective Date,Completion Date,Est. Ultimate Completion Date,Last Date to Order,Funding Agency ID,Funding Agency Name,Funding Office ID,Funding Office Name,Product or Service Code,Product or Service Description,NAICS Code,NAICS Description,Description of Requirement,Principal Place of Performance County Name,Principal Place of Performance Location Name,Principal Place of Performance State Code,Congressional District - Place of Performance,Principal Place of Performance Zip Code,Principal Place of Performance Country Name,Country of Origin,Extent Competed,Reason Not Competed,Solicitation Procedures,Type of Set Aside,Statutory Exceptions to Fair Opportunity,Type Of Contract Pricing,Award Type,Reason For Modification,DUNS Number,Vendor Name,Vendor Address Line 1,Vendor Address Line 2,Vendor Address City,Vendor Address State Name,Vendor Address Zip Code,Vendor Address Country Name,Vendor Congressional District,Is Vendor Business Type - 8(a) Firm,Is Vendor Business Type - 8a Joint Venture,Is Vendor Business Type - HUBZone Firm,Is Vendor Business Type - SDB Concern,Is Vendor Business Type - Self-Certifed Small Disadvantaged Business,Is Vendor Business Type - Veteran Owned,Is Vendor Business Type - Service Disabled Vet,Is Vendor Business Type - Women Owned,Is Vendor Business Type - Minority Owned Business,Is Vendor Business Type - Asian Indian,Is Vendor Business Type - Asian Pacific,Is Vendor Business Type - Black Owned,Is Vendor Business Type - Hispanic Owned,Is Vendor Business Type - Native American,Is Vendor Business Type - Other Minority Owned,Is Vendor Business Type - Alaskan Native Owned Corporation or Firm,Is Vendor Business Type - American Indian,Is Vendor Business Type - Indian Tribe,Is Vendor Business Type - Native Hawaiian Owned Organization or Firm,Is Vendor Business Type - Tribally Owned,Is Vendor Business Type - Emerging Small Business,Contracting Officer's Business Size Determination,Number Of Offers Received,Number of Actions,Action Obligation,Base and Exercised Options Value,Base and All Options Value
05,0107,,0500,GOVERNMENT ACCOUNTABILITY OFFICE,0559,"GAO, EXCEPT COMPTROLLER GENERAL",GAO AM,GAO ACQUISITION MANAGEMENT,NO REGION IDENTIFIED,0002,0,0,GAO13SB0007,06/17/2013,06/17/2013,03/24/2018,03/24/2018,,0559,"GAO, EXCEPT COMPTROLLER GENERAL",GAO AM,GAO ACQUISITION MANAGEMENT,R603,SUPPORT- ADMINISTRATIVE: TRANSCRIPTION,561320,TEMPORARY HELP SERVICES,IGF::OT::IGF RECORDING AND TRANSCRBING SERVICES JOB CODE 460626,DISTRICT OF COLUMBIA,WASHINGTON,DC,00,205480001,UNITED STATES,UNITED STATES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,SMALL BUSINESS SET ASIDE - TOTAL,FAIR OPPORTUNITY GIVEN,FIRM FIXED PRICE,BPA CALL,,001627124,NEAL R GROSS & CO INC,1323 RHODE ISLAND AVE NW,,WASHINGTON,DISTRICT OF COLUMBIA,200053701,UNITED STATES,00,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SMALL BUSINESS,3,1,"$6,418.75","$6,418.75","$6,418.75"
11,8242,,9700,DEPT OF DEFENSE,2100,DEPT OF THE ARMY,W31P4Q,W6QK ACC-RSA,NO REGION IDENTIFIED,0032,73,3,W31P4Q05A0031,04/09/2013,04/09/2013,03/31/2014,03/31/2014,,2100,DEPT OF THE ARMY,W31G3H,W0H9 US ARMY AVN&MISSLES CMD,R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,541710,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES",OPTION,MADISON,HUNTSVILLE,AL,05,358063301,UNITED STATES,UNITED STATES,FULL AND OPEN COMPETITION,,NEGOTIATED PROPOSAL/QUOTE,NO SET ASIDE USED.,,LABOR HOURS,DELIVERY ORDER,EXERCISE AN OPTION,148095086,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,10260 CAMPUS POINT DR,,SAN DIEGO,CALIFORNIA,921211522,UNITED STATES,52,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,OTHER THAN SMALL BUSINESS,3,1,"$95,000.00","$95,000.00","$95,000.00"
11,8242,,9700,DEPT OF DEFENSE,2100,DEPT OF THE ARMY,W15P7T,W6QK ACC-APG,NO REGION IDENTIFIED,0041,0,3,W15P7T09DD212,07/08/2013,07/08/2013,01/04/2014,01/04/2014,,2100,DEPT OF THE ARMY,W56RTN,W4GV USA HQ COMM ELECT CMD,5821,"RADIO AND TELEVISION COMMUNICATION EQUIPMENT, AIRBORNE",334220,RADIO AND TELEVISION BROADCASTING AND WIRELESS COMMUNICATIONS EQUIPMENT MANUFACTURING,"RADIO SPARES FOR FMS CASE: JO-B-WBU, TOTAL VALUE: $61,413.20
10 EA T001-01107; 10 EA T004-28100; 10 EA 7000ENCR; 10 EA 001-00120; 10 EA 004-01110; 50 EA 320126; 50 EA 320437; 50 EA 310157; 50 EA 330191; 100 EA 550022; 50 EA T004-00180; 1000 EA 751051.",SAN DIEGO,VISTA,CA,49,920818347,UNITED STATES,UNITED STATES,NOT AVAILABLE FOR COMPETITION,INTERNATIONAL AGREEMENT,ONLY ONE SOURCE,NO SET ASIDE USED.,,FIRM FIXED PRICE,DELIVERY ORDER,,067619114,DATRON WORLD COMMUNICATIONS INC.,3030 ENTERPRISE CT,,VISTA,CALIFORNIA,920818362,UNITED STATES,49,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SMALL BUSINESS,1,1,"$61,413.20","$61,413.20","$61,413.20"
12,1073,,1200,"AGRICULTURE, DEPARTMENT OF",12C3,NATURAL RESOURCES CONSERVATION SERVICE,2D37,PA STATE OFFICE (NRCS),NE,AG2D37C100007,7,,,03/26/2013,03/26/2013,,,10/09/2011,12C3,NATURAL RESOURCES CONSERVATION SERVICE,2D37,PA STATE OFFICE (NRCS),Y299,CONTRUCT/ALL OTHER NON-BLDG FACS,237990,OTHER HEAVY AND CIVIL ENGINEERING CONSTRUCTION,MILL CREEK AMD (ACID MINE DRAINAGE),,,,,,,N/A,FULL AND OPEN COMPETITION,,SEALED BID,NO SET ASIDE USED.,,FIRM FIXED PRICE,IDC,CLOSE OUT,110233074,"BERNER CONSTRUCTION, INCORPORATED",1101 QUARRY RD,,GAP,PENNSYLVANIA,175279043,UNITED STATES,07,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,SMALL BUSINESS,4,1,$0.00,$0.00,$0.00
12,1102,,1200,"AGRICULTURE, DEPARTMENT OF",12C2,FOREST SERVICE,03R6,"R1, LOLO NATIONAL FOREST",01,AG82B1C100057,6,0,,10/22/2012,10/22/2012,10/22/2012,10/22/2012,,12C2,FOREST SERVICE,0261,BOISE NATIONAL FOREST,F099,NATURAL RESOURCES/CONSERVATION- OTHER,115310,SUPPORT ACTIVITIES FOR FORESTRY,"TAS::12 1102::TAS ARRA FUNDING
STEWARDSHIP
VALUE OF PRODUCT:  $  3,729.00
VALUE OF SERVICE:  $256,604.22
TOTAL VALUE OF CONTRACT:  $260,333.22",BOISE,IDAHO CITY,ID,01,836310268,UNITED STATES,UNITED STATES,FULL AND OPEN COMPETITION,,NEGOTIATED PROPOSAL/QUOTE,NO SET ASIDE USED.,,FIRM FIXED PRICE,DEFINITIVE CONTRACT,CLOSE OUT,780080672,"TREASURE VALLEY FOREST PRODUCTS, LLC",1760 E YAMHILL RD,,BOISE,IDAHO,837169626,UNITED STATES,02,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SMALL BUSINESS,1,1,-$60.75,-$60.75,-$60.75
12,1102,,1200,"AGRICULTURE, DEPARTMENT OF",12C2,FOREST SERVICE,0489,EROC NORTHWEST,WO,AG0489C120001,1,0,,04/23/2013,04/23/2013,05/02/2013,05/02/2013,,12C2,FOREST SERVICE,0489,EROC NORTHWEST,AD21,R&D- DEFENSE OTHER: SERVICES (BASIC RESEARCH),236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,"TAS::12 1102::TAS FOR CAPITAL IMPROVEMENT&MAINTENANCE RECOVERY - SURETY TAKEOVER OF CONTRACT AG-0489-C-10-0035, TERMINATED FOR DEFAULT.",LANE,MC KENZIE BRIDGE,OR,04,974139612,UNITED STATES,UNITED STATES,NOT COMPETED,UNIQUE SOURCE ,ONLY ONE SOURCE,NO SET ASIDE USED.,,FIRM FIXED PRICE,DEFINITIVE CONTRACT,NOVATION AGREEMENT,068665611,WESTERN SURETY COMPANY,101 S REID ST STE 300,,SIOUX FALLS,SOUTH DAKOTA,571037045,UNITED STATES,00,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SMALL BUSINESS,1,1,$0.00,$0.00,$0.00
12,1102,,1200,"AGRICULTURE, DEPARTMENT OF",12C2,FOREST SERVICE,0120,CHUGACH NATIONAL FOREST,10,AG0489C100244,6,0,,10/03/2012,10/03/2012,11/01/2012,11/01/2012,,12C2,FOREST SERVICE,0120,CHUGACH NATIONAL FOREST,Y222,CONSTRUCT/HIGHWAYS-RDS-STS-BRDGS-RA,237990,OTHER HEAVY AND CIVIL ENGINEERING CONSTRUCTION,"OTHER FUNCTIONS. TAS::12 1102::TAS  - RECOVERY - ARRA - 
IDITAROD NATIONAL HISTORIC TRAIL IMPROVEMENTS - 
CHUGACH NATIONAL FOREST",EL PASO,EL PASO,TX,16,885180122,UNITED STATES,UNITED STATES,FULL AND OPEN COMPETITION,,NEGOTIATED PROPOSAL/QUOTE,NO SET ASIDE USED.,,FIRM FIXED PRICE,DEFINITIVE CONTRACT,CHANGE ORDER,809359441,"OREGON WOODS, INC.",299 GARFIELD ST,,EUGENE,OREGON,974022612,UNITED STATES,04,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,SMALL BUSINESS,7,1,$0.00,$0.00,$0.00
12,1102,,1200,"AGRICULTURE, DEPARTMENT OF",12C2,FOREST SERVICE,3434,MONONGAHELA NATIONAL FOREST,09,AG4419C100539,3,0,,10/15/2012,10/15/2012,10/15/2012,10/15/2012,,12C2,FOREST SERVICE,4419,EROC EAST,Z222,MAINT-REP-ALT/HWYS-RDS-STS-BRDGS-RA,212319,OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"TAS::12 1102::TAS *RECOVERY* CIM-0901-1T-509-0914-01-TRAILS GRAVEL SUPPLY CONTRACT 

CLOSEOUT CONTRACT AND DEOBLIGATE UNLIQUIDATED FUNDS",ATHENS,CHAUNCEY,OH,18,457190165,UNITED STATES,UNITED STATES,FULL AND OPEN COMPETITION,,NEGOTIATED PROPOSAL/QUOTE,NO SET ASIDE USED.,,FIRM FIXED PRICE,DEFINITIVE CONTRACT,CLOSE OUT,009783895,BENEDICT INC,63127 US 51 W,,MC ARTHUR,OHIO,456510315,UNITED STATES,18,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SMALL BUSINESS,5,1,-$316.94,-$316.94,-$316.94
12,1102,,1200,"AGRICULTURE, DEPARTMENT OF",12C2,FOREST SERVICE,4419,EROC EAST,WO,AG4419C100546,3,0,,03/04/2013,03/04/2013,03/21/2013,03/21/2013,,12C2,FOREST SERVICE,4419,EROC EAST,Y199,CONSTRUCT/MISC BLDGS,236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,"12 1103 CIM-0900-24F-16-0907-01&CIM-0900-24F-16-0907-02 CAMP NESBIT IMPROVEMENT ENVIRONMENTAL EDUCATIONAL YOUTH 

UNILATERAL MODIFICATION TO TERMINATE THE CONTRACT FOR DEFAULT PER FAR 52.249-10 AND DEOBLIGATE REMAINING FUNDS.",GOGEBIC,IRONWOOD,MI,01,499380113,UNITED STATES,UNITED STATES,FULL AND OPEN COMPETITION,,NEGOTIATED PROPOSAL/QUOTE,NO SET ASIDE USED.,,FIRM FIXED PRICE,DEFINITIVE CONTRACT,TERMINATE FOR DEFAULT (COMPLETE OR PARTIAL),602591430,QUALITY BUILT POLE BUILDINGS,507 W BORTON,,ESSEXVILLE,MICHIGAN,487329650,UNITED STATES,05,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,OTHER THAN SMALL BUSINESS,4,1,"-$119,855.01","-$119,855.01","-$119,855.01"
12,1102,,1200,"AGRICULTURE, DEPARTMENT OF",12C2,FOREST SERVICE,0261,BOISE NATIONAL FOREST,04,AG82B1C100070,2,0,,10/18/2012,10/18/2012,11/30/2012,11/30/2012,,12C2,FOREST SERVICE,9360,HUMBOLDT-TOIYABE NATIONAL FOREST,AD61,R&D- DEFENSE OTHER: CONSTRUCTION (BASIC RESEARCH),237310,"HIGHWAY, STREET, AND BRIDGE CONSTRUCTION","TAS::12 1102::TAS
ARRA ROAD REHABILITATION CONTRACT",CARSON CITY,CARSON CITY,NV,02,897016824,UNITED STATES,UNITED STATES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,,SEALED BID,HUBZONE SET-ASIDE,,FIRM FIXED PRICE,DEFINITIVE CONTRACT,SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE,001643506,"DIG IT CONSTRUCTION, INC.",803 LORRAINE DR,,CHESTER,CALIFORNIA,960200001,UNITED STATES,04,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,SMALL BUSINESS,10,1,$0.00,$0.00,$0.00
